file_name,caption_1,caption_2,caption_3,caption_4,caption_5
British Museum ambience 2.wav,A crowd of people are talking about different things.,Folks speak in a crowded hall with people shuffling by,Many people are talking about many different things.,People are speaking in a crowded hall and people are shuffling by.,Some people walking all around a busy airport.
CINDER BLOCK THUD IN GRASS.wav,"A few different times, an object is tapped.",A tapping of a object occurs a couple of times.,"Footsteps, metal object tossed to ground, more footsteps and another metal object tossed to ground.",Intermittent soft thudding followed by a light clink.,Intermittent soft thudding is followed by a light clink.
autospasandociudadnoche1.wav,A car is increasing in speed and driving quickly while people speak.,Autos cruising along the street as people are conversing closely.,Cars driving down the road way nearby and people talking.,People are speaking while a car is quickly increasing in speed.,The accelerating vehicle drowns out the voice of a man.
Vent thrumming.wav,A buzzing sound from a small electrical engine.,A machine is running in an rhythmic fashion and shoes are moving across a hard surface close by.,A machine turns a piece that is round and it emits a whine as it turns,A printer press motor is running at various intervals throughout.,A small electrical engine emits a buzzing sound.
rumbling bones.wav,A person playing on a electric keyboard making sound effects.,A person plays an electronic keyboard producing sound effects.,A string vibrating and a drum beating continuously,"Different tones of synthetic music are popping, while low synthetic tones hum and intermittently strike.",Low synthetic tones hum and intermittently strike while different tones of synthetic music are popping.
Train_LightRail_By_T0147.wav,A bell is going off and a train comes right by.,A train drives by and a bell goes off.,A train passing by on the tracks rings its bell as it passes by.,A trolley train passes by and rings its bell.,A trolley train rings its bell as it passes by.
beach Brighton.wav,"As their children played in the park, two women continued on with their conversation.",Children are playing as adults are chatting in the background.,Children playing and chatting with adults in the playground.,Parents and children are playing on the ground of a playground.,Parents are playing with their children on the ground.
outdoors ambient windy wind leaves rustle near airport plane hum.wav,A bird chirps in the background as a hard rain falls on a house.,A waterfall rushes loudly as birds chirp gently in the background.,"As birds chirp gently in the background, a waterfall rushes loudly.",Rain coming down on an empty highway in front of a business.,Rain drops fall to the ground as birds chirp
Esperance Wind Farm Up Close.wav,A dryer is running loudly while something inside hits the edges.,A dryer operates loudly as an object inside repeatedly strikes the sides.,A machine spins and roars as winds blow,"Winds blow as a machine operates loudly, spinning and roaring.",a machine was working and items were being banged around.
20130418_stream.09.wav,A person is putting water into a tub.,A river flowing over rocks and collecting into a pool outdoors.,"Outdoors, a river flows over rocks and collects into a pool.",Someone is filling a tub up with water.,Water flows into a storm drain from a street gutter.
stream5.wav,A large volume of water is flowing down a gutter and into a storm drain.,Water falls continuously and collects while splashing softly.,Water is running steadily from a faucet into a sink while a washer runs in background.,Water flowed through a wide pipe and into the basin of a pond.,Water was flowing out of a large pipe into a pond
Crowds in Street in Seville.wav,"At an outdoor market, children, men and women are chatting.",People are having a conversation adjacent to a busy street.,People are talking and they get louder as a machine gets louder.,People are talking next to a busy street.,"Women, men, and kids at an outdoor market are talking."
School Kids Walk.wav,Children are playing on a playground adjacent to a street.,Children are playing on a playground next to a street.,Children racing and playing with nearby heavy traffic.,Kids are running and then begin to walk.,Several children are laughing and playing as they shuffled their feet while a vehicle passes in the background.
20060613.chicharras.wav,A person walks along a path as cicadas chirp in the background.,An engine whirs as a person walks around outside.,Cicadas are singing while footfalls occur on a path.,Several different crickets making chirping noises from close and far,The crickets are making chirping noises from close up and far away.
Concrete Stairs.wav,A person is hammering an object with a rubber hammer,A rhythmic clacking of footfalls against the floor.,Someone is walking around in a large room with a hardwood floor.,Someone walks around in a big room on a hardwood floor.,The rhythm of the footsteps against the floor.
distroy F3edback.wav,A loud whir in a small area that drives away.,"A train horn blows, a train gets closer, and a train passes by.",The engine of an old fashioned propeller driven airplane.,The loud whir of an engine breaks the silence of a small area before the vehicle drives away.,a factory machine is running some people are working
Dogs_Barking.wav,A dog is barking and a smaller dog barks in the background and then a large dog starts barking.,Dogs call out in loud whines to each other while cars honk at them to get off the road.,Dogs of varying sizes bark at different intervals.,Monkeys were audible and then dogs began to bark.,Monkeys were shouting and then dogs were barking
Street_Genova.wav,A crowd of people are talking as a church bell is chiming,A crowd of people are talking as a church bell is chiming in the background.,"A crowd of people chatters while periodically, in the background, a bell rings.",Church bells chime as people are chatting outdoors,Several people talking with each other at an outside park with church bells in the background.
ZOOM0001.wav,A group of men and women are having a discussion in a room of people.,A man and two women are conversing as a large crowd chatters in the background.,"In a room full of people, a group of men and women are having a discussion.",Several people chatting in a room in a restaurant.,Several people were having a chat in the restaurant.
babbling brook 2.wav,A small fountain running water down it and bubbling it up.,"Water babbling at a steady pace, with some light outdoor ambient sound.",Water is bubbling out of a fountain and forming a pool.,Water runs down and bubbles up through a fountain.,"a fountain pours water out, bubbling into a pool."
20090619.air.conditioner.wav,A motor is started up and left running for a while,A motor is started up and stays on for a while,A steady and consistent engine hums and vibrates.,An engine humming and vibrating consistently and steadily,An engine hums continuously making little change in pitch.
LA Rain.wav,"A low, mechanical whir dies down while rainfall resonates in the background.",A machine is running and the rain is pouring down.,An engine is running and the rain is pouring down.,Rain streams down over a bustling city road.,Rain trickles down over a busy city street.
20110121_stream.M10.wav,"As rain steadily falls, some water splashes on ground, and some gathers in puddles",Rain is falling heavily into a pool making a faint bubbling noise.,Raining heavily into a pool with faint bubbling noise,Water flowing over some rocks throughout a creek.,Water running over rocks in a creek throughout.
bath.wav,A heavy rainfall is hitting the ground hard,A squeaky faucet handle is turned and water flows out.,"As water pours into the tub, the faucet squeaks.",The faucet squeaks as water pours into the tub.,The squealing of a faucet is followed by water coming out of it.
20141026 Bangkok House Traffic Thunder Bird 01.wav,Birds are singing while vehicles and approach and drive away in background.,Birds are singing while vehicles approach and then drive off into the distance.,"Outside in the street, a bunch of birds chirp and tweet.",Something creaks lightly followed by a passing vehicle.,Something creeks lightly and a vehicle passes by.
household noise.wav,A person is walking and then a door creaks open.,"As a car passes by, a creak in the road occurs.","The creaking of something metallic and soft steps,",Waves from creeks are peacefully crashing along artificial objects.,a wooden chair is creaking noisily as it repetitively rocks.
8 minutes in one.wav,As a machine is runs in an enclosed space people speak in the background.,Static with a faint noise of men talking in the background.,The noise level around the airplane is high due to the engines being active.,The vacuum cleaner is being operated while the television is on.,While the television is on the vacuum cleaner is being operated
A bird sing alone in the alpine forest.wav,A bird chirping repetitively as a waterfall echoes nearby.,A bird chirping repetitively sitting beside a waterfall,Electrical buzzing is accompanied by low humming as a bird chirps repeatedly.,"While vehicles drive in the background, a bird cries.",birds are chirping continuously in the forest over a long period of time
chinatown_park.wav,"Birds are chirping, a flute is playing, and people are talking.",Birds chirp and a flute plays in the background as people talk.,Birds chirp while people speak and instruments are played.,Music plays faintly while multiple types of birds chirp and people converse.,Music plays in the background as a variety of birds chirp and sing and people talk in the foreground.
Fish eagle call.wav,A whistle being blown softly joined by a second whistle.,Two people blow through musical whistles with different tones in a random fashion.,Someone is blowing a wind instrument like a recorder but not playing a tune.,"This is the sound of a whistle, a flute, or a recorder.",this is the sound of a whistle or a flute or a recorder or other similar instrument
Interior Ambience Large Hall Baby Cries in Background.wav,Faint voices and movement far away continues throughout.,Faint voices continue along with far away movement.,Quiet city noises are interrupted by a squeaky screen door opening.,Relatively quiet until a door squeaks open and then becomes quiet again.,The very low rumble of a city is broken by a screen door opening with a squeak.
AM static.wav,A machine is running at an irregular speed and intensity.,A machine is running in irregular speed and intensity.,Crickets are chirping and an engine is in the background.,"Crickets are chirping loudly, while off in the distance, a car engine rumbles softly in the background.","On a hot summer day, insects vocalize, or an engine drones."
Ambience_hum_tuning fork.wav,A large metal bell is struck and vibrates,A large metal plate is rung and echoes and vibrates.,A musical instrument hums at the beginning and echoes afterwards.,Something electrical is making a low humming sound.,The vibrating of the large metal bell follows it being struck.
Lift running - doors close and open.wav,"A banging over howling wind, then squeaking and footsteps growing louder.","A fan is turned on, followed by metallic squeaking, with guitar music in the distance.",Someone is rolling a cart down the hall after putting something in it and picks up more stuff.,Someone opening a garage door slowly and then closing it.,Someone rolls a cart down the hall after putting something in it and picking up more stuff.
Rome Inside The Metro.wav,A loud whirring noise starts while people are talking indistinctly in the background.,A loud whirring noise while people are talking in the background.,A plane is landing while people are talking in the background.,"Machinery running, many people speaking and a loud speaker making announcements.","Machinery running, many people speaking out the loudspeaker making announcements."
Gravel Crunch.wav,A microphone is carried by someone walking over gravel.,A person walking along rough trail on twigs and leaves and a person crying briefly in the background.,Someone carrying the microphone is walking on gravel.,Someone is walking over gravel and the wind is blowing in the background.,Someone walking over gravel and the wind blowing in the background.
STE-013-lisbon_alfama04_frenchkids.wav,Children are talking to each other and their mother.,A group of kids are speaking among themselves.,Multiple children are talking to each other and their mother.,"In a large and open room, children talk to each other while other people are in the background.",Children are conversing and people are moving in close proximity to each other.
Kokar_Oppsjon_bird.wav,A bird squawks repeatedly as a book gets closed by someone.,A bird squawks repeatedly as a book is being closed.,A person walks on a path while a bird cries loudly above.,Birds chatter loudly above a far distant waterfall.,It is raining lightly while a bird shouts and a person walks.
sogukortam.wav,A car engine is running at an idle.,A jet is travelling through the air and then making noise.,A jet is travelling through the air making noise.,A strong wind is blowing causing some mild static.,Race cars go around a track in the very far distance
STE-008.wav,A subway train sound its horn and brakes loudly as it comes to a stop.,"A train begins to move down the tracks, pulling out of the station.",A train horn blares while the train screeches by.,A train is pulling off from the station.,Subway train horn and braking noises as train comes to a stop
etl Shadyside Train 24-48.wav,A large truck moving outdoors with traffic sounds.,A long and noisy train is passing by a road.,A machine turns on and is being handled.,A screeching subway car crashes along as it rolls by,Traffic moves against a large truck outside moving slowly.
RadioTune_2_bip.wav,A person playing a radio then changes the dial to hear different stations before turning the radio off.,A radio is playing as a person changes the dial to hear different stations then turns the radio off.,Someone was searching through different stations on the radio before shutting it off.,Tuning into multiple radio stations without waiting in one for one second and finally shutting the radio off.,Tuning into multiple radio stations without waiting in one for over one second and finally shutting the radio off.
Bathroom shower.wav,A person rinsing off a car after washing it.,Someone is spraying water using a garden hose.,Someone is spraying water with a garden hose.,Water is splashing as someone takes a shower and washes.,Water splashing as someone takes a shower and washes.
Kettle Boil.wav,A diesel engine is whirring in a constant pace.,"A diesel engine whirs, keeping a constant pace.",A loud machine runs constantly throughout the entire clip.,A really loud background noise is caused by an unknown object.,A really loud background noise from an unknown object.
school&#39;out.wav,A man slowly walks down a busy street.,In the distance a number of people are holding separate conversations.,People and children are milling around and chatting in a busy area with some traffic nearby.,People and children are milling around and chatting in a busy area with some traffic.,Traffic movement is heavy and a lot of people are talking nearby.
Office Lift 2.wav,Ambient noise reverberates in an elevator as it approaches its floor,Doors are opened and closed inside a room with a low mechanical hum.,"In an elevator that is approaching its floor, ambient noise reverberates","Inside a room with a low mechanical hum, doors are opened and closed.",Soda is coming out of a vending machine and someone is picking it up.
indoors ambient room tone distant bird occasional people jabbering.wav,A machine running and people conversing in close proximity to each other.,A squeaking sound is in the background as a loud bang occurs and two people speak.,People are talking to each other while a loud machine is running nearby.,People in close proximity to each other are having a single conversation while a machine runs audibly in the background.,Two people are talking over squeaking then a heavy boom.
birds under the rain.wav,Birds chirp in the background as rain falls.,Heavy rain falls while birds chirp and sing.,Many birds are chirping loudly and flapping their wings.,Rain falling fairly steady and birds chirping outside,Rain falling fairly steady while birds chirp outside
md4trk2.wav,"A loud, mechanical whirring keeps resonating as time keeps going.","A loud, mechanical whirring resonates incessantly as time goes on.",A truck that is going down the highway at a high rate of speed.,"The big equipment is loud, steady and monotonous.",The loud and steady racket of big equipment was monotonous.
London Underground_Boarding and Interior.wav,A subway train passing by on its way to the station.,A train coming to a stop in a subway station.,An underground train is pulling away as another approaches and slows to a halt before the platform announcement is played.,"Before the platform announcement is played, an underground train approaches then slows to a halt, as another pulls away.","In a subway station, a train is coming to a stop."
old harbour ambiance NL 150920_0781.wav,A bird chirps as the bells from the church and the train are ringing.,"A person is waiting on a platform at a train station, church bells begin to ring","A train bell rings, a church bell rings and a bird chirps.",A train yard with birds cawing and chirping and a man talking nearby.,"In a train yard, birds caw and chirp, and a man is talking nearby."
BobKessler-Spinning Tin Top.wav,"A ball continues to roll back and forth on a hollow, aluminum surface.","A ball rolls back and forth on a hollow, aluminum surface as time goes on.",A marble rolling back and forth rather forcefully in between two boards.,"Between two boards, a marble rolls back and forth rather forcefully.",Someone is rolling a toy car down a track.
outside.wav,As the wind howls traffic roars in the distance.,Car engines roar in the distance as winds blow,The tea kettle whistles as the vehicle drives further away.,The vehicle gets gradually closer as faint whistling happens in the background then the car passes.,"steam blowing out of a pipe, someone whistling, vehicle drives off in background"
Tube deflating.wav,A liquid substance is coming out of a spray nozzle.,A sink is left on very close to the recorder,A stove is on and a pan is sizzling freely with oil.,A stove is on and a pan is sizzling with oil.,Water is spraying out of a water hose.
ruffle.wav,"A book thumps onto a surface, after which its pages are flipped.",A faint and light scrapping is followed by shuffling.,A stack of papers are being dropped simultaneously onto another hard surface and being shuffled.,A stack of papers being dropped onto another hard surface and being shuffled at the same time.,Very light scrapping followed with shuffling later on.
Forest with Squirrel.wav,The water from a waterfall is crashing on the rocks,An animal caws in the background of water flowing into a stream,It is raining down with a light drizzle on the ground.,"The waterfall flows, crashing onto the rocks below.",water is flowing in the stream continuously as an animal caw in the background
contact_floor_lamp.wav,A man is hammering a metal pole into the dirt.,A metallic clang is generated by tapping on different surfaces.,A person is hammering a large metal nail into the ground.,Someone hammering a metal object into the ground.,Someone hammers a metal object into the ground.
"Footsteps, Shoes, Tile, Fast.wav",A hard object striking another hard object in a rhythmic way.,A person is walking rapidly down the street wearing high heels.,As someone walks their high heels click and clack across the wooden floor.,Some feet are clanging on the ground as the high heels hit the ground.,Two hard objects strike each other in a rhythmic manner.
Thunder2007.2.wav,A strong wind can be felt while birds are tweeting and children talking in the background.,A strong wind in the foreground with birds tweeting and children talking in the background.,"Birds are singing, the wind is blowing, and kids are talking and playing.","Birds singing, wind blowing ,kids talking and playing",Loud thunder is rumbling in the distance while birds are chirping in the background.
TOILET FLUSH AND REFILLING ECHO LOW PITCH.wav,A person flushes a toilet and the water flows down the drain.,A person flushes a toilet and the water goes down drain.,Water goes down a drain and eventually empties completely.,Water went down the drain eventually emptied from the container,water tank is flushed and again the water is filled in it
Urban Playground.wav,"A group of happy kids are shouting, laughing, clapping, squealing, and talking.","A group of happy kids shouting, laughing clapping, squealing and talking.",A din is present as children play a game in a playground.,Kids are playing with some clapping around in the background.,"Some kids are playing, with some clapping in the background."
"Front door, open and close.wav",A breeze passing by and a door opening and then shut.,A person opens a door to a building as a wind gusts.,A person walking and proceeding to open and close a door.,A wind blows and a door opens and shuts.,Wind blows as someone opens the door to a building
DR0000_0020.wav,A heavy rain coming down onto a roof and then falling on concrete.,"Rain with a steady, heavier falling of stream water.",The rain is coming down heavily onto a roof and then falling onto the concrete.,Water falls and drips onto a hard surface.,raining with a steady heavier falling of stream of water
kitchen hose sprayer.wav,"A faucet is turned on and flows, then drips slowly.",A pitcher is being filled with water followed by the water being poured out and then filled again.,Water running in a sink and running at a very good pace.,Water running in a sink at a quick pace.,someone running water into a pot or deep sink
Fast flowing water 1.wav,A light rain runs off a roof and falls into puddles.,A stream of water flows and laps against the rocks.,Rain drops from the sky fall into a body of water.,Rain drops from the sky into a body of water,Water from a river flows and bubbles against the rocks.
Tide.wav,Water laps against the shore all throughout the day.,Some water gurgling along the dock of the beach.,The tide comes in and hits against the sea wall.,The tide of a sea was flowing and beating the wall,Water in the sea laps up against the shore throughout.
Intersection Wet.wav,"A car drives past, a bike drives past and another car drives by.",A car passes another car and a bike.,A vehicle approached from afar then zoomed off.,A vehicle coming from afar approached and then zoomed off.,Traffic on the road going by and a motorcycle coming very close.
traffic_centrum_wwa_noc.wav,A truck and a dirt bike driving past and then people walking and talking.,A vehicle started and zoomed off while people continue to talk while walking.,As people walk and have a conversation a vehicle zooms by.,Truck motor revs up and air brakes hiss while people chatter and walking away.,"While people chatter and walk away, a truck motor revs up and air brakes hiss."
fdv_orage_26082011.wav,Rain falling at a moderate pace as thunder chimes in the background.,Rain is falling at a moderate pace and thunder rumbles in the background.,Rain is splattering on a hard surface continually and thunder bellows out.,Rain is splattering on a hard surface continually and thunder rolls in the distance.,Steady rain is falling with a light rumble of thunder in the background.
Forest rain.wav,Constant heavy rain falling with nothing in the background.,Heavy rain falls with no sound in the background.,Rain is falling continuously at the same rate.,Water dripping from steady downpour of pouring rain.,water is raining down somewhat lightly and quickly
Tap 1.wav,A compressor is buzzing somewhat and it is pretty steady,A constant buzzing sound throughout can be heard.,A loud motor starts and continues to run on.,A loud motor starts and continues to run.,A machine like a compressor is buzzing steadily
waterfall  06-09-2012.wav,Rushing water such a waterfall or fountain along with a bell ringing in the background.,"Water dumping quickly over falls, and in the distance a bell tolls.",Water flowing loudly from a stream while bells chime in the background.,Water flowing loudly while bells chime in the background.,Water rushes while the chime of a bell rings in the background.
Oppedette cafe #2.wav,A dirt bike being revved up then taking off shifting gears.,A motorcycle is revved up and then takes off.,A motorcycle is revving up and taking off.,The dirt bike is revved up and then shifting gears and taking off.,The revving engine of a motorcycle and exhaust pipe as it speeds down a street.
20110121_cranes.wind.wav,A bird called out in the distance and birds near me squeaked back at it.,A crow cawing for the rest of his flock.,A very large bird cawing for other birds,"Birds call in squeaky voices to one another, one more distant.",Several geese honking outdoors during the early morning.
10_lightning_kohchang.wav,Rain begins to fall and is interrupted by a loud clap of thunder.,Rain begins to fall and then it is interrupted by a loud clap of thunder.,The crack of thunder with rain pattering down on a tin roof.,Thunder and lightning roar while rain falls on a rooftop.,Thunder cracks while rain patters down on a tin roof.
Wooden_Chair_on_Linoleum.wav,"A chair is being pulled across the floor, its scraping increasing in volume.",A person dragging a heavy object across the floor.,A person slowly slides wood furniture on a stone floor,Someone pushes wood furniture and it scrapes against the stone floor.,someone is pulling a chair across the floor as it gets to the end it gets louder
Squeaking Glass.wav,A balloon being rubbed causes a high pitched screech,A rubber balloon makes very squeaky noises as it is rubbed.,The rubbing of a rubber balloon makes very squeaky noises.,There was an intense loud squeaking as the object moved back and forward.,the surface of a balloon being rubbed causing a high pitched screech
Squeak Finger on Glass.wav,A balloon is rubbed quickly and slowly to make squeaking sounds.,A person is cleaning the window with window cleaner,A window is cleaned by someone with window cleaner,Someone rubs a balloon quickly and slowly making squeaking sounds.,"Whistling, squeaking and muffled rubbing are occurring at once."
_Stream 3 at Krka falls.wav,A rushing flow of water is loudly running.,The river flowed swiftly into a nearby waterfall.,Water is flowing fast from a waterfall or a storm drain,a lot of rain hits the ground outside,vehicle moving sound along with that wind blowing sound
heating_no contact.wav,A tap slowly flowed into an empty metal container.,Water continuously runs at same pace and hits a tin surface.,Water slowly flowed from the tap into an empty metal container.,tap water is running and falling onto a metal surface,tap water is running and pouring onto a metal surface
Roaring wind in house chimney flue.wav,A heavy wind approached and it later faded out.,An heavy wind approached and it later faded.,The wind blows through an open car window.,The wind is moving in a steady manner as it hits the side of the wall.,Wind is blowing through the open car window.
Kamavarapalli Rd. Int. 1 min.wav,A machine emits a hum while crickets buzz and chirp simultaneously.,A machine hums very loudly while crickets chirp in the background.,A vehicle with a motor driving at a steady pace with crickets making noise in the background,An automobile with a droning engine drives steadily as crickets chirp in the background.,Crickets buzz and chirp while a machine emits a hum.
01-bottle-water-sparkle.wav,"A can containing liquid is opened, and liquid is poured into another container.","A can is opened, and the liquid is poured into another container.",A person pours a large amount of fluid in a big container.,Someone opening a bottle and then pouring a drink.,"The top of a container is being pulled off, followed by a liquid being poured into an object."
PS3F_FOZ_Micronibus_indo para terminal_catracas_sabado_tarde.wav,A large diesel engine stopping by a group of people.,A large diesel vehicle coming to a stop nearby a group of people.,"A bus containing talking passengers moves, then stops, then starts moving again.",A moving bus with passengers in it talking stopped and started moving again,People talk to each other as a bus passes through.
Formula 1 (Indy Car) Revving as it comes into Pit.wav,A man is talking and a car engine revs and the rev gets louder and louder.,A motorcycle engine revs up as men talk in the background.,A motorcycle revving engine up and down until finally driving off.,"men talking in the background, and a motorcycle revving up loudly.",motorcycle revving engine up and down until finally driving off
India Streets Bangalore City (Tuktuk Ride).wav,A woman is speaking as multiple horns and engines revving sound in the background,Cars are driving by and honking while a woman is talking.,Cars are going by and honking while a woman is talking.,Multiple motorbike engines rev and honk in the background while a woman speaks.,"vehicles are moving along a street, horns are honking, people are speaking in background"
Zastava 101.wav,A car is started before the engine start revving up.,A car is started then the engine is being revved up.,"A machine is started and whirs at a constant speed, and occasionally revs higher in pitch, speed, and volume.",An engine began to idle and rev again after being started and revved several times.,"An engine is started and then revved several times, before idling and then being revved again."
rain water drops on metal roof.wav,"It is raining ,coming down on the roof and down on the patio close to the door.",It is raining and coming down on the roof and down on the patio close to the door.,Raindrops are falling on a tin roof as well as on the ground.,Raindrops falling on a tin roof and on the ground,The rain is hitting metal on its way down.
crowdbabble.wav,A crowd of people chatter in a large hall.,A large hall is full of a crowd of chattering people.,In a large area crowds of people discussing loudly,Much echoing occurs when people talk loudly in a large hall.,People are conversing loudly due to the large crowds.
Running tap water.wav,A person has a faucet running on full blast,A tap is gushing water out at a steady pace before being turned off.,"Before being turned off, a tap gushes water out at a steady pace.",The faucet runs on full blast due to the person who turned it on.,Water is flowing through a stream and running over rocks.
handspoundingdesks.wav,Big splashes of water were dropping on a plastic drum,Hail lands on a house roof and porch,"Hail lands on the house roof, as well as the porch.",Large rain drops fall onto a plastic drum,"The rushing water fell hard to the ground, drowning out the background conversations."
Rain on AC.wav,"A heavy, thick rain lands on a roof.",Heavy rain is falling constantly on metal roof.,"On a surface, water splashes quickly and loudly.",Rain is pounding heavily on a metal roof.,Water splashes quickly and loudly on a surface.
160170_Wind Blowing.wav,A bird chirps as the wind howls through the windows,The wind blows and a bird is singing in the distance.,The wind howls as birds chirp now and then.,The wind is blowing and a bird chirping.,The wind is howling while birds occasionally chirp.
"Ambience, Rain, Moderate, A.wav",During the storm the rain was pattering on the roof.,Rain pattering down on a roof during a storm.,The water is running quickly and occasional thumping is in the background.,Water is running quickly and there are occasional thumps.,running water and something making a metallic clanking sound
Rain on street Leuvehaven 100609.wav,Rain drops splash onto the street busy with traffic.,Rain is pattering on the street as traffic goes by.,The rain was pouring on the pavement while little traffic noise was in the distance.,The water continues to drip on the concrete as people talk and traffic drives by.,rain falling on pavement with a little traffic noise in the distance
110709_05 goma exhibit.wav,An object is being moving across a hard surface and people are talking in the distance.,An object is moving across a hard surface and people are talking in the distance.,Several people are talking inside a large room with marble floors.,Several people talking inside a large room with marble floors.,Someone is bouncing a ball against a wall in regular fashion while people murmur.
BART Announcements (12th Street).wav,"A first person announces something, then a second person announces something else.",A person speaks four times followed by a second person who speaks.,Somebody is making an announcement about something at an airport.,A person is making an announcement about something,Something is called out from an over head speaker.
120708 granul 01.wav,Pouring water from a sink is slowly stopping.,"The small, metal basin is increasing in volume, as water continues to trickle into it.",Water is pouring from a sink and slowly stopping.,Water is trickling into a small metal basin.,Water pours into a container that has water in it.
Medium_distant_thunder_evening_birds.wav,It is a windy day without much activity occurring.,Light rain is falling while thunder sounds in the distance.,Light rain is falling with thunder in the distance.,"The wind whispers, birds tweet in the background, and a faint trickle of water flows in a light stream.",Wind and birds tweeting in background and faint water flowing in a stream.
120808_001.wav,A machine is rumbling in the background and crickets are chirping.,A train was moving on the rail and cricket chirping in the background,A vehicle drives by chirping crickets on a bumpy road.,Crickets chirp while a vehicle drives by on a bumpy road.,crickets are chirping while a machine is rumbling in the background
Conveyor belt.wav,A bus with loose parts was moving on a bumpy road.,A bus with a loose part was moving on a bumpy road,An industrial machine is operating with moving parts and wheels turning and rattling.,Heavy rain falls onto the tin roof of a house and runs down through a drain pipe.,Wheels turn and rattle as the moving parts of an industrial machine are operated.
metaltap_onglass.wav,Droplets of water are falling on a metallic surface.,Drops of water are falling on a metallic surface.,Tapping that gets louder and louder as time goes on,There are drips hitting the surface of a leaking faucet.,rather rhythmic banging of object or water dropping on to some hard surface such as metal
water.wav,Water is flowing down into container such as a water fountain.,Water is leaking and flowing into a puddle with rain in the background,Water leaking and flowing into a puddle with rain in the background,Water was flowing into a pond out of a pipe,Water was flowing out of a pipe into a pond
160170_Wind Blowing door_OWI.wav,An object is bounced against a wall repeatedly.,The hollow barrel is hit as if it were a drum in a band.,The paddle ball game is being played between two people.,an object is being bounced against the wall continuously,paddle ball game being played between two people.
Robotic start up and shut down.wav,A synth goes from a very low note to a high note and back down,"A synthesizer starts low and plays the full range to high pitch, then returns to bass.",A tune is playing with a increasing pitch but then becomes lower.,"Smooth, nice music is being played by a person.","The pitch increases as a tune is played, but then goes lower."
20061205.washing.machine.spinning.wav,A high pitched engine or motor is revving up and getting louder.,A machine is running and gradually increasing in speed.,A machine is running and increasing in speed.,"A motorized fan slowly but steadily spins to life, then hums evenly.",a high pitched engine or motor revving up and getting louder
Rain On A Window.wav,A machine is churning gravel with a turning barrel.,Rain falls evenly on a hard vibrating surface.,Rain falls heavily on the tin roof of a house.,Rain is falling heavily on the tin roof of the house.,The rain is hitting a tin roof by a street
Stream Below Dam With Slate Bottom.wav,Large amounts of rain are falling down from the roof outside.,"Mostly steady noise, white noise generator or audio appliance static.",Static crackles on an old radio set outside.,Static on and old radio that is sitting outside.,Water from a waterfall drops into a pool below.
ambientetunel agua.wav,A man is doing some washing by hand while stirring a container.,A man is stirring a container while doing some washing by hand.,Rain falls from sky and a man walks through water and speaks.,Rain falls from the sky and a man wades through the puddles and begins to speak.,Someone is washing a car and then they start talking out loud.
Class 66 At Aliwal Lane Crossing Whittlesea.wav,A plane flew overhead a construction site while people were working.,A plane flew overhead while people were working at a construction site,A train moves over the rails at an intersection.,A train moving along the rails at an intersection.,"As it passes the crossing, the train gets closer and closer."
weed whacker june 2002 24 bit.wav,"Before it completely cuts off, a saw revs up and down.",A mechanical whirring sound continues in the background.,A buzz saw revs up and down before it completely cuts off.,A man is cutting down a tree with a chainsaw.,A mechanical whirring resonates in the background as time goes on.
20090826.path.wav,A person walks on a hard surface while water flows nearby.,Footsteps on dried grass near a flowing stream.,People walk about the ground while water is streaming.,"The steps of a person walking on the ground, water streaming","While water flows nearby, a person walks on a hard surface."
Class 40 arriving from Heywood.wav,A bus or train is coming to a slow stop.,A car makes a whistling and grinding sound and then the brakes start to screech.,"A man talks while a truck approaches, gets louder, then fades away as it goes by.",A tunnel is echoing as a mechanical whistle grows into a loud rumble then fades into a silent noise.,large vehicle such as a semi or airplane coming to a rest.
T05 Huber_Motorcycle crows_redo.wav,A bike is travelling past a road by the forest as birds are squawking.,A motorcycle is revved then driven off while a crow caws in the background,A motorcycle motor revs and the motorcycle drives while a crow caws.,A person who rides a motorcycle circles around a dog.,a bike is travelling past the road near the forest as birds are squawking
Ambient-01_JungleHills.wav,A bird answers another bird by whistling loudly.,A bird whistles loudly and then another bird whistles loudly.,Birds are chirping in the distance amid the rain and thunder.,"Birds chirp distantly, accompanied by a distant thunderstorm.",Two different birds are calling with rain in the background and thunder intermittently.
Seagulls 1.wav,A seagull squawking joined later by some other birds.,A small baby animal or bird is crying repeatedly,A tiny baby bird cries over and over.,"Two different birds chirping in a tree, one being much closer than the other.",a single bird is calling and another one answers back
in_the_train_to_montpellier.wav,"A cart is slowly pushed across floor, dumped and pushed again",The storm rolls closer as thunder claps in the distance,The wind is blowing all around a vehicle that has a repeated faint squeaking and drives over a rough surface.,Thunder claps in the distance as the storm rolls closer.,Wind is blowing around a vehicle as a faint squeak repeats and the vehicle runs over an uneven surface.
BACKYARD_BLACKBIRD_DAWN.wav,A bird calls out from inside a building.,"A bird chirps loudly, then stops, then resumes chirping again.",A bird chirps while waves crash nearby in the ocean.,A bird is calling out inside a building.,A bird whistling as the ocean waves crash by.
Waves on a quiet New Zealand beach.wav,The rocks on the beach are being pounded with waves.,Waves crash against the rocks on a beach.,Waves crash down forcefully which are very intense.,Waves crashing up against a rocky shore on the beach.,waves are coming with high force and intensity
